# Generated by ../matriz.pl date: Tue Sep 17 09:49:36 2013
# pairs file: pairs_conservative.txt symetric matrix 48 fragments
0,11,43,258,10,12,11,13,13,111,199,43,43,19,43,13,13,9,43,14,13,13,43,11,14,13,20,10,9,43,13,260,10,43,43,9,11,10,14,41,43,14,13,43,43,8,174,14
11,0,13,11,8,11,411,13,9,11,11,13,11,9,11,9,13,18,9,292,9,9,24,366,110,13,10,20,18,9,9,11,20,13,11,18,265,13,60,87,24,14,9,11,13,11,11,13
43,13,0,38,264,192,13,54,13,255,10,223,307,22,322,114,12,9,322,13,12,13,136,12,10,8,13,302,9,322,12,46,371,315,322,9,20,367,13,254,146,10,13,322,375,244,13,10
258,11,38,0,13,42,11,13,13,109,291,38,37,19,38,13,13,9,38,14,13,13,38,11,14,13,15,13,9,38,13,396,13,38,38,9,11,13,14,39,38,14,13,38,38,15,312,14
10,8,264,13,0,66,8,122,13,19,10,10,66,7,66,182,12,17,66,8,12,13,8,8,8,38,13,315,17,66,12,10,332,49,66,17,8,199,8,19,8,8,13,66,109,66,13,8
12,11,192,42,66,0,11,12,12,124,15,82,314,8,215,12,12,10,191,11,12,8,14,11,10,12,8,104,7,191,8,69,173,174,195,10,11,192,9,124,16,10,8,268,192,230,76,10
11,411,13,11,8,11,0,13,9,9,11,13,11,9,11,9,13,18,9,281,9,9,24,348,99,13,10,20,18,9,9,11,20,13,11,18,265,13,49,69,24,11,9,11,13,11,11,13
13,13,54,13,122,12,13,0,192,10,13,12,12,19,19,411,287,9,19,13,234,14,19,13,8,264,8,105,8,19,105,13,137,12,19,8,13,12,11,29,19,7,85,19,12,8,13,10
13,9,13,13,13,12,9,192,0,13,13,33,12,11,8,240,194,9,8,7,355,279,8,9,11,129,251,13,9,8,310,13,13,8,8,9,7,8,7,30,9,24,372,12,8,8,13,11
111,11,255,109,19,124,9,10,13,0,50,197,242,19,242,19,13,8,242,38,13,8,51,11,38,13,10,48,8,242,8,114,114,255,242,8,8,143,38,296,51,38,8,242,255,165,25,38
199,11,10,291,10,15,11,13,13,50,0,21,15,8,15,13,13,9,15,14,13,13,11,11,14,12,14,13,9,15,13,291,13,10,15,9,11,13,14,10,11,14,13,15,13,15,266,14
43,13,223,38,10,82,13,12,33,197,21,0,197,22,212,12,8,9,212,13,19,33,136,13,147,7,33,10,9,212,33,46,64,234,212,9,15,125,13,196,146,242,33,212,307,134,21,205
43,11,307,37,66,314,11,12,12,242,15,197,0,22,337,12,12,14,313,11,12,8,136,11,10,12,8,104,14,313,8,64,173,289,317,14,11,234,13,241,138,10,8,390,307,284,71,10
19,9,22,19,7,8,9,19,11,19,8,22,22,0,218,19,19,201,247,9,9,11,222,9,9,19,11,8,71,118,11,19,8,22,127,14,9,8,9,11,260,9,11,103,22,9,7,9
43,11,322,38,66,215,11,19,8,242,15,212,337,218,0,19,19,159,509,11,9,8,332,11,10,19,8,104,29,409,11,46,173,304,422,11,11,234,13,241,334,10,8,418,322,269,15,10
13,9,114,13,182,12,9,411,240,19,13,12,12,19,19,0,289,9,19,13,282,62,19,13,8,264,12,165,9,19,153,13,197,12,19,9,13,49,8,19,19,8,133,19,14,9,13,8
13,13,12,13,12,12,13,287,194,13,13,8,12,19,19,289,0,9,19,13,236,16,19,13,10,224,8,12,8,19,107,13,13,14,19,8,13,8,10,30,19,7,87,19,12,8,13,10
9,18,9,9,17,10,18,9,9,8,9,9,14,201,159,9,9,0,188,18,9,9,163,18,15,9,11,8,307,59,9,9,8,9,68,250,18,9,15,11,208,8,9,44,9,7,9,11
43,9,322,38,66,191,9,19,8,242,15,212,313,247,509,19,19,188,0,13,9,8,336,9,10,19,8,104,58,409,11,46,173,304,418,11,20,234,13,241,363,10,8,394,322,245,15,10
14,292,13,14,8,11,281,13,7,38,14,13,11,9,11,13,13,18,13,0,10,7,13,218,302,13,10,20,18,13,10,11,20,13,11,18,265,13,252,38,13,206,10,11,13,11,11,165
13,9,12,13,12,12,9,234,355,13,13,19,12,9,9,282,236,9,9,10,0,177,9,9,10,171,127,12,9,8,268,13,9,8,8,9,7,8,10,30,9,19,248,12,8,8,13,7
13,9,13,13,13,8,9,14,279,8,13,33,8,11,8,62,16,9,8,7,177,0,8,9,11,8,229,13,9,8,219,13,13,8,8,9,7,8,7,12,9,24,279,8,8,8,13,11
43,24,136,38,8,14,24,19,8,51,11,136,136,222,332,19,19,163,336,13,9,8,0,24,13,19,8,8,33,232,11,46,8,136,241,11,8,48,13,50,336,13,8,217,136,68,11,9
11,366,12,11,8,11,348,13,9,11,11,13,11,9,11,13,13,18,9,218,9,9,24,0,36,13,10,8,18,9,9,11,9,23,11,18,211,9,11,110,24,11,9,11,23,11,11,13
14,110,10,14,8,10,99,8,11,38,14,147,10,9,10,8,10,15,10,302,10,11,13,36,0,8,11,20,15,10,11,14,10,10,10,15,90,10,257,38,13,386,11,10,10,10,14,345
13,13,8,13,38,12,13,264,129,13,12,7,12,19,19,264,224,9,19,13,171,8,19,13,8,0,8,21,8,19,42,13,53,14,19,8,13,8,10,27,19,7,22,19,14,8,8,10
20,10,13,15,13,8,10,8,251,10,14,33,8,11,8,12,8,11,8,10,127,229,8,10,11,8,0,13,8,8,169,15,13,8,8,7,7,8,7,13,8,24,251,8,8,8,15,11
10,20,302,13,315,104,20,105,13,48,13,10,104,8,104,165,12,8,104,20,12,13,8,8,20,21,13,0,17,104,12,10,353,87,104,17,20,237,8,48,8,8,13,104,147,104,13,8
9,18,9,9,17,7,18,8,9,8,9,9,14,71,29,9,8,307,58,18,9,9,33,18,15,8,8,17,0,11,9,9,8,9,11,250,18,9,15,11,78,8,9,11,9,7,9,11
43,9,322,38,66,191,9,19,8,242,15,212,313,118,409,19,19,59,409,13,8,8,232,9,10,19,8,104,11,0,11,46,173,304,409,11,20,234,13,241,234,10,8,394,322,245,15,10
13,9,12,13,12,8,9,105,310,8,13,33,8,11,11,153,107,9,11,10,268,219,11,9,11,42,169,12,9,11,0,13,12,8,8,9,7,8,7,30,9,24,290,8,8,8,13,11
260,11,46,396,10,69,11,13,13,114,291,46,64,19,46,13,13,9,46,11,13,13,46,11,14,13,15,10,9,46,13,0,13,46,46,9,11,13,14,44,46,14,13,46,46,15,339,14
10,20,371,13,332,173,20,137,13,114,13,64,173,8,173,197,13,8,173,20,9,13,8,9,10,53,13,353,8,173,12,13,0,156,173,17,20,306,8,114,8,10,13,173,216,173,13,10
43,13,315,38,49,174,13,12,8,255,10,234,289,22,304,12,14,9,304,13,8,8,136,23,10,14,8,87,9,304,8,46,156,0,304,9,20,217,13,254,146,10,8,304,326,226,21,10
43,11,322,38,66,195,11,19,8,242,15,212,317,127,422,19,19,68,418,11,8,8,241,11,10,19,8,104,11,409,8,46,173,304,0,11,11,234,13,241,243,10,8,398,322,249,15,10
9,18,9,9,17,10,18,8,9,8,9,9,14,14,11,9,8,250,11,18,9,9,11,18,15,8,7,17,250,11,9,9,17,9,11,0,18,9,15,11,21,8,9,11,9,7,9,11
11,265,20,11,8,11,265,13,7,8,11,15,11,9,11,13,13,18,20,265,7,7,8,211,90,13,7,20,18,20,7,11,20,20,11,18,0,20,40,10,9,13,10,11,20,11,11,13
10,13,367,13,199,192,13,12,8,143,13,125,234,8,234,49,8,9,234,13,8,8,48,9,10,8,8,237,9,234,8,13,306,217,234,9,20,0,13,143,58,10,8,234,277,234,13,10
14,60,13,14,8,9,49,11,7,38,14,13,13,9,13,8,10,15,13,252,10,7,13,11,257,10,7,8,15,13,7,14,8,13,13,15,40,13,0,38,13,211,7,13,13,13,14,170
41,87,254,39,19,124,69,29,30,296,10,196,241,11,241,19,30,11,241,38,30,12,50,110,38,27,13,48,11,241,30,44,114,254,241,11,10,143,38,0,50,38,30,241,254,165,10,38
43,24,146,38,8,16,24,19,9,51,11,146,138,260,334,19,19,208,363,13,9,9,336,24,13,19,8,8,78,234,9,46,8,146,243,21,9,58,13,50,0,13,9,219,146,70,11,9
14,14,10,14,8,10,11,7,24,38,14,242,10,9,10,8,7,8,10,206,19,24,13,11,386,7,24,8,8,10,24,14,10,10,10,8,13,10,211,38,13,0,24,10,10,10,14,403
13,9,13,13,13,8,9,85,372,8,13,33,8,11,8,133,87,9,8,10,248,279,8,9,11,22,251,13,9,8,290,13,13,8,8,9,10,8,7,30,9,24,0,8,8,8,13,11
43,11,322,38,66,268,11,19,12,242,15,212,390,103,418,19,19,44,394,11,12,8,217,11,10,19,8,104,11,394,8,46,173,304,398,11,11,234,13,241,219,10,8,0,322,284,25,10
43,13,375,38,109,192,13,12,8,255,13,307,307,22,322,14,12,9,322,13,8,8,136,23,10,14,8,147,9,322,8,46,216,326,322,9,20,277,13,254,146,10,8,322,0,244,13,10
8,11,244,15,66,230,11,8,8,165,15,134,284,9,269,9,8,7,245,11,8,8,68,11,10,8,8,104,7,245,8,15,173,226,249,7,11,234,13,165,70,10,8,284,244,0,15,10
174,11,13,312,13,76,11,13,13,25,266,21,71,7,15,13,13,9,15,11,13,13,11,11,14,8,15,13,9,15,13,339,13,21,15,9,11,13,14,10,11,14,13,25,13,15,0,14
14,13,10,14,8,10,13,10,11,38,14,205,10,9,10,8,10,11,10,165,7,11,9,13,345,10,11,8,11,10,11,14,10,10,10,11,13,10,170,38,9,403,11,10,10,10,14,0
