# Generated by ../matriz.pl date: Tue Sep 17 09:40:21 2013
# pairs file: pairs_raw.txt symetric matrix 127 fragments
0,12,15,253,9,16,12,11,19,11,12,15,19,19,19,19,12,10,19,9,11,18,18,19,8,9,13,11,12,12,10,67,18,15,9,12,8,11,11,11,17,12,18,18,18,11,17,12,17,17,10,25,12,9,18,13,14,18,11,12,8,11,9,8,11,246,9,15,13,13,12,11,9,9,9,11,19,11,18,17,11,13,12,17,10,25,21,13,9,17,9,13,14,18,15,10,17,18,8,17,17,19,19,12,11,109,25,11,8,15,17,11,9,208,15,10,18,260,33,18,9,18,15,12,10,11,18
12,0,15,12,24,14,389,16,17,10,354,10,17,11,16,14,9,17,17,218,8,10,21,37,37,304,43,21,397,9,12,17,10,12,13,11,21,16,13,14,13,13,10,14,17,14,9,16,13,11,17,296,21,12,13,15,18,10,21,21,21,10,12,21,15,12,12,11,14,13,13,197,17,12,12,16,17,16,12,13,16,14,10,11,17,320,19,14,17,13,12,14,13,9,10,17,13,13,16,24,13,9,9,11,16,13,227,21,21,10,13,8,115,10,10,16,17,12,11,10,21,12,15,17,17,9,9
15,15,0,15,12,12,10,13,10,343,115,17,10,12,13,12,12,13,10,10,17,230,17,10,9,10,18,10,10,71,10,9,323,132,132,131,131,10,13,10,12,15,230,9,15,10,12,10,16,12,9,12,17,10,9,18,13,267,17,15,11,12,11,11,370,15,13,143,16,16,15,10,15,269,19,10,13,13,13,13,17,16,17,23,24,10,11,12,15,12,13,12,18,13,17,13,13,13,13,13,13,14,14,64,10,15,15,10,12,17,12,12,15,15,15,9,15,15,16,9,17,13,223,15,17,12,13
253,12,15,0,9,13,12,12,14,15,12,15,14,9,9,10,12,15,14,11,12,18,18,14,8,11,13,21,12,12,16,60,18,16,9,12,15,16,11,15,17,15,18,13,14,11,17,12,13,17,15,12,14,11,13,13,9,18,14,13,13,12,13,15,15,239,13,15,13,15,15,11,13,15,9,16,14,16,18,17,12,13,12,29,15,12,21,13,43,17,13,13,13,18,15,15,17,13,13,17,17,14,14,12,11,102,25,21,8,15,17,17,13,201,15,16,13,363,143,66,14,18,11,14,15,12,18
9,24,12,9,0,28,12,19,9,23,24,8,9,22,9,12,11,13,25,12,19,12,11,9,11,13,13,13,12,118,56,11,23,12,12,110,110,12,17,10,11,10,12,10,11,18,22,14,15,12,13,12,12,218,11,12,20,23,11,12,10,19,93,10,12,9,207,61,13,13,12,11,12,23,12,12,9,12,51,11,19,13,12,15,13,12,9,12,12,11,234,12,10,14,8,13,21,21,21,22,11,12,12,11,12,11,12,10,11,9,9,19,12,11,8,12,11,9,13,14,12,23,11,11,13,19,14
16,14,12,13,28,0,14,16,12,12,14,12,12,22,9,278,11,15,12,15,16,15,15,12,11,15,12,12,11,9,19,24,15,19,15,9,12,19,14,12,9,22,15,135,18,17,22,11,24,22,15,14,15,12,24,12,10,15,18,9,8,16,11,12,12,13,12,9,225,165,137,137,137,137,137,19,12,19,10,10,16,116,12,15,15,14,13,319,18,9,10,319,11,10,9,15,11,24,16,16,9,192,152,9,11,24,14,8,11,12,9,16,15,13,9,19,19,13,22,10,15,10,9,18,15,16,10
12,389,10,12,12,14,0,16,17,10,329,10,17,11,16,14,11,17,17,240,17,11,21,37,37,326,65,24,411,9,12,17,11,12,35,11,20,12,13,12,10,13,11,11,17,12,9,18,13,11,17,245,21,12,13,15,18,11,21,21,21,17,12,20,15,12,12,11,11,13,13,219,17,12,12,12,17,12,12,15,17,9,10,11,17,269,19,9,17,12,12,9,13,9,10,17,9,13,16,24,16,9,17,9,18,13,176,20,8,10,10,17,137,10,14,12,17,12,11,10,21,12,15,17,17,17,9
11,16,13,12,19,16,16,0,21,13,16,12,21,11,153,16,9,12,13,16,267,13,13,21,12,16,21,12,19,11,19,19,13,14,11,11,12,14,14,12,17,13,13,12,21,12,11,9,12,16,12,16,13,12,12,21,11,13,12,9,12,196,19,11,13,10,12,11,12,16,13,16,9,13,12,14,21,14,11,12,266,13,21,13,12,16,17,12,21,12,12,12,9,15,12,12,12,12,290,105,12,13,13,11,9,12,14,12,12,12,12,275,9,17,12,15,12,13,13,15,13,15,11,14,13,342,42
19,17,10,14,9,12,17,21,0,10,17,19,453,9,13,12,17,16,359,11,9,11,20,439,192,17,17,17,17,25,22,24,11,28,9,29,11,22,9,17,15,14,11,12,205,17,14,18,14,9,16,28,20,12,24,15,12,12,20,12,11,12,12,16,10,24,12,29,12,14,14,15,13,13,13,22,432,22,12,15,9,12,19,19,16,28,16,12,304,15,12,12,21,12,19,16,11,10,21,10,15,225,254,29,22,24,28,17,15,19,15,9,12,24,19,22,19,14,14,9,20,12,29,197,16,13,12
11,10,343,15,23,12,10,13,10,0,14,17,10,9,13,12,11,24,10,11,12,356,71,10,9,10,18,13,10,12,10,8,450,19,19,19,19,10,19,13,12,15,356,73,22,13,9,9,9,9,13,9,17,23,11,18,13,393,17,12,18,12,11,18,306,40,13,24,15,15,15,10,15,251,9,10,10,10,13,12,12,15,17,23,24,14,12,12,22,26,23,12,18,13,17,24,12,12,13,12,12,11,11,24,17,11,10,13,12,17,12,12,12,15,12,9,15,15,15,9,16,13,37,22,13,12,13
