# Generated by ../matriz.pl date: Tue Sep 17 09:35:24 2013
# pairs file: pairs_raw.txt symetric matrix 352 fragments
0,24,15,246,18,18,24,16,10,15,15,10,10,18,18,15,18,16,10,11,16,18,12,10,12,17,18,18,10,260,12,23,18,89,13,16,12,18,18,15,15,12,16,28,13,18,18,13,9,18,18,30,13,10,12,13,13,18,13,16,13,12,12,19,18,12,19,18,16,11,18,156,10,11,8,9,16,13,14,24,30,12,12,11,10,12,10,10,9,14,15,14,15,28,9,14,15,20,18,13,13,17,15,13,9,15,14,11,13,16,11,88,11,13,12,170,28,12,13,12,11,9,16,16,12,13,25,12,13,17,15,16,10,30,12,16,15,13,12,18,13,18,12,10,10,13,10,9,14,12,24,11,10,20,10,18,9,11,14,24,9,11,16,16,15,15,50,13,12,13,9,15,18,18,17,30,13,15,15,11,12,24,16,16,13,16,17,13,10,15,15,16,18,8,12,17,10,10,9,260,11,14,18,11,15,12,13,193,16,13,11,15,16,16,11,9,12,16,16,30,18,11,30,47,12,17,9,16,17,13,13,18,10,18,9,30,10,12,12,11,17,17,13,13,16,9,15,18,16,15,15,16,16,11,16,17,260,24,54,12,10,15,13,18,17,17,17,14,17,16,15,11,12,15,15,17,11,16,17,11,15,15,10,16,14,12,12,140,12,14,11,13,12,10,12,15,13,15,12,20,12,18,11,12,8,14,20,12,12,13,9,10,18,18,18,13,54,12,24,16,16,11,15,17,10,9,13,24,12,12,18,16,12,8,18,20,13,13,18,10,15,13,17,15,12,16,18,10,9,18,20,11
24,0,12,24,18,13,338,20,14,14,282,25,14,15,10,13,13,11,14,14,9,11,25,14,11,16,16,12,15,24,11,14,11,13,9,17,25,14,14,14,10,16,11,17,12,14,13,9,22,12,12,16,25,11,18,14,9,11,14,20,12,11,11,12,11,138,35,13,14,16,11,24,15,11,11,13,13,25,25,337,64,64,64,64,64,64,16,14,13,13,20,10,13,9,13,25,14,15,16,14,9,22,13,11,33,11,15,25,16,9,14,13,25,12,12,24,13,11,25,9,10,12,17,20,10,16,9,10,13,15,13,11,15,22,15,20,91,11,13,15,11,14,13,15,15,13,15,9,10,33,352,15,13,15,13,13,13,10,12,210,35,26,26,26,197,9,13,12,10,15,9,252,20,20,20,20,9,11,10,10,9,365,14,17,12,17,22,25,9,14,10,11,12,69,9,297,15,13,13,24,24,24,24,11,10,11,11,24,17,15,13,13,17,14,14,13,13,14,17,9,16,14,16,13,13,18,13,14,18,16,11,12,16,14,13,11,11,10,11,16,18,18,15,20,15,9,274,11,20,14,13,11,9,21,20,16,24,15,9,11,16,14,14,14,17,16,13,13,9,12,10,16,13,13,10,18,10,11,22,15,9,10,14,11,25,13,9,24,11,15,15,9,13,11,9,88,9,13,25,13,11,12,12,10,13,17,13,10,12,20,33,11,13,25,13,20,13,13,352,44,14,14,10,16,12,13,11,351,10,11,11,18,134,11,11,13,20,10,14,22,13,12,14,14,25,20,12,25,13,15,15,15
15,12,0,15,9,10,13,10,20,437,115,20,20,13,17,17,10,26,20,22,27,10,8,20,11,12,13,12,14,15,14,268,11,13,15,11,12,24,12,12,9,16,26,24,11,24,16,20,22,23,19,16,16,11,14,15,20,15,15,27,105,11,14,9,10,11,13,12,24,18,12,15,15,9,26,10,14,16,12,13,13,76,12,22,20,14,16,20,9,14,16,13,16,24,16,20,483,14,13,22,13,9,11,13,21,11,10,20,12,27,22,13,20,11,15,24,24,24,16,16,9,9,17,27,15,16,15,15,11,22,16,26,10,13,14,27,13,15,11,13,11,98,11,15,14,13,22,11,10,21,13,13,11,14,11,11,9,23,9,21,16,23,21,26,13,16,13,246,12,16,13,13,13,28,28,28,13,13,9,9,16,13,24,17,265,17,11,16,11,352,103,51,51,13,13,13,15,20,13,15,22,17,16,16,13,13,13,15,17,12,10,16,17,24,22,13,12,24,17,26,13,16,16,24,11,9,20,24,9,16,11,12,16,101,16,13,11,23,16,12,16,9,13,10,12,10,13,10,27,453,215,16,16,11,27,12,15,11,24,11,16,454,13,13,17,16,12,9,27,27,27,27,27,27,410,26,9,26,9,11,20,423,89,21,20,23,23,15,15,9,9,22,12,20,20,13,22,16,12,14,16,12,26,23,20,17,14,15,12,10,24,11,20,16,11,10,24,17,13,21,24,200,378,13,15,13,15,25,25,15,25,25,25,26,10,14,10,15,138,20,11,11,15,319,13,27,13,16,13,13,10,22
246,24,15,0,17,15,24,16,10,15,15,10,10,18,18,15,12,16,10,10,16,11,16,10,15,17,18,18,15,396,12,11,18,75,13,16,13,18,18,12,12,12,16,155,13,18,18,16,9,18,18,30,13,10,16,24,16,18,15,16,13,15,12,19,11,12,16,18,16,8,18,142,10,13,12,9,16,13,13,24,30,12,12,10,10,15,22,10,9,12,15,12,15,77,9,9,15,21,12,16,22,17,10,24,9,15,11,9,13,16,10,74,9,13,12,320,65,9,13,11,11,11,14,16,12,13,8,12,13,17,15,16,10,30,15,16,16,14,14,18,15,14,14,14,14,24,14,14,14,14,24,14,14,21,14,18,14,14,14,24,9,26,16,16,16,16,36,13,13,13,9,16,18,11,16,30,22,15,12,26,11,24,16,16,26,16,17,13,10,15,16,16,18,16,15,17,10,10,9,396,18,14,18,11,12,13,15,343,16,12,12,15,16,16,10,9,13,16,16,30,12,17,30,197,12,17,9,16,17,13,13,18,13,11,9,30,10,12,11,12,17,17,13,13,12,9,15,11,16,15,15,16,16,11,16,17,388,166,204,121,10,15,16,18,17,17,17,14,24,16,12,11,15,15,15,17,26,16,17,11,15,15,10,16,9,10,12,126,10,14,11,16,13,10,12,16,16,15,13,21,11,18,12,12,11,14,21,10,13,13,9,15,18,18,12,13,204,12,24,16,16,11,15,17,26,9,13,24,10,12,11,16,12,12,18,21,13,13,11,10,10,13,24,15,13,16,18,10,9,18,21,17
18,18,9,17,0,11,16,15,9,9,9,15,9,9,21,11,10,19,11,22,15,16,14,9,10,143,15,12,10,17,14,11,12,18,14,10,14,35,40,14,15,14,19,9,15,35,40,17,10,40,40,15,15,22,137,10,17,12,10,15,20,10,50,12,20,19,12,40,35,11,12,18,15,12,19,11,13,23,91,18,15,20,18,9,11,10,13,9,11,13,27,9,13,9,14,24,12,24,12,17,17,17,10,11,19,13,11,24,12,15,22,18,24,15,15,17,12,10,14,14,10,11,10,15,14,12,12,14,14,22,27,19,15,15,10,15,12,10,12,13,10,20,12,15,18,18,14,12,24,19,16,11,10,15,10,13,11,28,12,18,14,20,16,14,12,12,18,20,14,14,11,12,40,16,27,15,17,21,15,14,14,18,35,10,20,10,12,23,35,20,17,13,13,12,10,16,15,11,14,17,22,9,13,12,10,12,9,17,10,21,11,10,10,35,22,14,14,35,10,15,12,22,13,9,18,293,10,35,330,12,12,40,10,20,14,15,22,28,14,12,264,332,14,17,15,15,12,16,15,12,13,13,13,22,15,156,17,14,9,12,13,12,9,40,13,15,14,12,12,10,10,11,10,11,10,271,20,19,12,17,10,9,24,12,24,10,15,14,14,15,14,17,14,10,15,12,20,17,14,17,13,11,12,28,11,12,17,14,11,18,12,22,11,15,12,14,9,17,16,12,17,20,9,13,20,14,10,16,14,12,20,35,19,12,12,17,18,10,20,15,10,14,9,11,14,15,15,15,15,15,15,22
18,13,10,15,11,0,13,17,14,11,13,11,14,11,16,278,9,19,11,20,12,20,12,10,11,10,10,12,10,9,10,10,12,13,11,12,19,10,14,21,12,9,19,9,26,10,14,61,21,14,14,12,24,16,17,18,57,18,18,17,12,11,10,27,17,13,9,14,18,22,12,13,14,12,19,10,12,19,11,13,11,17,11,20,9,11,12,14,9,12,17,18,319,9,10,17,11,17,22,14,14,13,15,11,17,13,9,17,22,16,20,13,15,26,9,9,14,18,24,12,11,10,12,16,12,11,11,12,26,20,319,19,14,11,11,17,13,18,12,11,18,17,12,14,10,13,16,12,17,13,13,22,15,17,15,15,9,9,27,13,10,12,12,11,13,11,13,12,12,9,14,13,11,20,12,11,14,14,12,11,12,13,10,12,12,12,13,19,11,11,14,11,12,13,11,13,14,10,11,13,20,13,54,26,21,13,13,13,13,13,13,189,19,10,20,10,12,10,19,19,22,20,12,9,12,11,10,10,11,10,26,14,9,17,11,11,12,12,26,9,11,10,18,16,14,26,13,20,16,11,14,11,11,11,17,11,13,18,9,12,9,11,11,14,12,11,12,11,12,12,21,22,18,269,14,10,12,11,13,11,137,11,14,12,11,12,26,13,10,14,14,14,13,15,26,13,13,244,10,10,10,10,11,12,10,11,10,12,12,16,17,14,11,11,12,16,9,12,13,12,12,17,11,12,9,10,18,13,12,10,20,10,13,19,12,10,16,18,17,14,15,26,10,11,19,17,16,11,11,12,17,20
24,338,13,24,16,13,0,27,14,14,355,25,14,15,10,13,13,11,14,14,14,11,25,14,11,16,19,12,15,24,9,14,11,13,9,12,25,14,14,14,10,12,11,17,19,14,13,9,22,12,12,15,25,11,9,14,9,11,14,27,9,11,9,15,11,36,35,13,14,16,11,24,15,11,11,14,13,25,25,235,64,64,64,64,64,64,11,14,13,13,20,15,13,9,13,25,14,15,16,14,9,22,13,11,33,15,15,25,16,14,14,13,25,19,12,24,13,11,25,9,22,14,12,27,10,16,9,10,13,14,13,11,15,15,15,27,164,11,13,15,9,16,13,15,15,13,14,9,10,33,365,27,13,15,13,13,13,10,15,108,35,26,26,26,270,9,13,10,13,15,9,325,20,20,20,20,9,11,10,12,9,263,14,16,12,16,22,25,9,14,10,11,12,142,9,370,15,13,13,24,24,24,24,13,10,11,9,24,16,12,13,13,12,14,14,13,13,14,12,9,16,14,15,9,11,16,14,14,16,16,11,12,12,14,13,11,11,10,9,16,16,16,11,11,15,19,339,11,27,14,13,11,9,11,27,16,24,13,9,11,11,14,73,14,16,16,13,13,14,12,10,16,13,13,10,9,12,11,22,15,9,10,14,11,25,13,19,24,11,15,15,9,13,11,19,161,9,13,25,12,9,12,12,10,13,16,12,10,12,16,33,11,13,25,13,8,9,12,411,117,14,14,10,16,12,13,11,411,10,9,11,14,32,11,11,12,10,11,14,15,13,19,14,14,25,27,12,25,13,15,15,14
16,20,10,16,15,17,27,0,19,13,27,10,19,15,55,17,12,17,17,10,120,20,26,11,14,15,15,19,15,16,17,13,18,14,12,17,26,17,14,16,13,12,17,15,20,17,15,21,13,15,14,15,22,20,17,19,21,18,19,411,14,14,17,18,20,20,14,10,17,13,18,14,10,18,17,11,28,22,16,20,16,20,9,10,12,15,15,12,11,28,15,15,17,15,22,21,13,21,10,19,21,8,17,14,12,14,14,21,12,137,10,14,10,12,9,16,15,12,22,12,15,11,17,271,12,12,11,14,20,17,17,17,10,16,15,394,27,19,14,15,19,20,14,10,15,14,12,10,21,12,16,15,17,21,17,15,11,19,15,20,22,9,12,15,27,14,14,14,26,15,19,27,14,15,19,16,21,20,13,9,12,20,17,17,9,17,10,22,10,13,12,15,18,27,14,27,10,12,22,16,9,14,21,17,13,9,10,16,12,13,28,10,17,17,10,22,26,17,17,16,10,9,15,19,14,15,11,17,15,15,12,14,12,20,22,16,20,19,17,17,15,15,20,222,10,12,27,20,283,13,15,12,12,20,411,15,16,20,11,18,12,13,27,14,15,12,26,9,52,17,16,13,9,17,13,15,9,15,8,12,17,13,19,12,21,13,12,14,14,10,11,21,26,17,12,27,21,17,26,13,17,18,17,19,11,18,13,14,26,262,84,20,10,10,14,224,19,13,27,12,17,13,13,15,9,22,19,27,12,17,20,17,20,17,18,13,227,19,20,10,17,20,19,13,22,411,158,84,84,15,21,9
10,14,20,10,9,14,14,19,0,20,14,22,425,24,24,24,24,14,290,16,25,12,33,293,19,16,19,11,25,10,8,16,26,16,23,12,33,28,25,12,12,12,12,16,10,28,11,19,12,26,11,12,33,19,18,22,19,26,18,25,14,19,18,14,22,13,10,11,28,25,26,16,22,26,12,144,9,33,33,14,15,22,9,16,303,19,12,453,24,24,24,24,24,24,14,14,20,16,11,200,19,14,16,19,15,18,9,16,11,25,16,16,10,13,13,9,11,13,33,23,12,16,12,25,23,11,15,23,13,13,15,13,22,13,19,25,10,10,9,19,10,22,9,22,9,16,13,13,13,13,14,25,16,16,16,13,16,26,14,13,15,14,12,19,10,14,16,20,33,11,129,14,15,12,22,11,19,17,12,10,23,14,28,12,20,12,10,33,9,22,19,14,16,10,19,14,22,265,11,10,10,10,19,12,12,26,10,9,12,18,15,15,12,28,16,14,12,28,12,19,19,9,12,16,9,9,185,28,12,11,11,11,11,22,14,9,19,26,23,18,12,12,15,18,11,13,14,12,12,20,11,14,14,19,25,9,10,12,11,26,19,25,25,25,25,25,25,14,25,25,25,25,25,25,20,11,10,19,10,8,19,20,335,13,14,16,13,16,23,14,14,19,14,16,13,10,19,19,33,16,14,14,14,26,231,14,16,14,23,14,14,19,211,22,14,14,16,14,14,12,28,22,16,19,14,11,14,14,10,10,12,28,13,12,26,9,18,10,22,22,16,15,22,16,33,25,11,22,11,19,19,13
15,14,437,15,9,11,14,13,20,0,14,12,20,11,12,12,10,12,20,13,12,10,12,20,11,18,10,12,14,15,14,300,10,13,15,12,12,16,12,9,9,15,12,14,11,16,19,22,10,23,23,10,16,11,14,11,22,11,11,13,13,11,14,9,10,12,13,19,17,18,12,15,12,9,12,15,14,16,18,14,15,108,15,15,20,15,15,20,9,14,13,14,16,14,13,16,452,15,14,13,13,13,11,13,24,15,14,15,18,13,13,13,13,19,19,11,19,19,16,15,12,20,17,13,15,16,11,15,11,22,16,12,12,12,14,13,13,11,11,11,11,130,11,12,14,13,22,18,15,21,14,14,11,15,11,10,9,23,9,21,13,12,21,9,14,16,15,154,12,14,13,14,13,10,13,15,13,13,9,12,15,14,17,17,172,46,46,46,46,385,46,46,46,46,46,46,46,46,46,19,19,19,19,19,19,19,19,19,19,19,19,19,19,17,13,13,12,17,17,11,18,22,10,14,11,9,20,17,9,14,16,19,15,133,13,12,13,23,15,14,9,9,11,10,15,10,14,41,13,470,12,16,16,11,13,18,15,11,11,11,18,470,48,48,17,16,10,15,11,12,9,14,11,10,318,14,12,16,12,11,16,424,20,21,15,10,13,15,15,15,12,13,12,11,13,13,22,16,12,14,15,12,12,23,20,17,14,15,16,10,24,13,20,12,11,10,14,17,14,21,17,232,379,10,17,13,11,14,15,15,10,14,14,16,12,14,12,11,170,12,11,11,11,351,16,13,11,12,13,10,13,22
