# Generated by ../matriz.pl date: Tue Sep 17 09:46:29 2013
# pairs file: pairs_conservative.txt symetric matrix 177 fragments
0,12,8,253,9,11,12,11,19,8,12,11,19,9,7,11,12,10,19,9,11,18,7,19,21,14,9,12,21,260,9,8,12,245,8,11,7,10,8,11,8,12,18,8,8,11,12,12,11,8,10,21,8,27,10,11,8,10,8,10,11,11,8,8,132,8,10,21,10,9,12,11,9,8,11,7,51,19,158,8,260,11,11,8,9,9,9,12,8,9,10,10,11,10,7,8,10,11,8,12,12,8,21,8,8,11,19,8,9,11,18,19,8,19,21,12,73,18,8,11,10,8,12,10,9,12,8,8,11,8,8,9,12,8,8,164,12,8,12,12,7,8,12,12,10,8,18,18,12,11,19,11,11,11,8,9,11,19,12,18,11,7,77,9,19,11,10,21,21,8,19,9,19,10,12,10,9
12,0,10,12,12,14,389,8,15,10,355,10,15,11,14,14,8,17,15,218,8,10,12,15,19,24,12,13,10,12,12,10,13,9,8,24,20,10,13,14,10,13,10,14,15,14,12,8,13,10,9,19,17,15,9,14,9,10,9,14,15,8,15,15,13,10,17,10,14,11,13,197,13,11,13,14,15,9,11,8,12,309,8,10,251,9,13,13,13,9,14,14,10,10,14,11,10,9,17,316,13,14,19,9,8,9,9,20,12,9,15,9,8,9,19,158,13,10,8,8,14,10,13,17,12,8,20,15,14,10,12,13,13,14,8,12,8,10,13,11,20,9,175,374,10,13,10,10,9,7,15,10,10,8,12,13,9,9,14,10,8,14,12,11,9,14,10,19,10,14,13,13,9,14,13,14,102
8,10,0,8,12,12,10,13,9,344,10,17,9,12,13,12,10,13,9,10,12,230,17,9,13,12,9,13,12,8,10,297,13,8,9,57,18,10,13,10,12,13,230,8,15,10,12,10,9,444,9,12,13,15,9,12,23,10,23,10,15,203,9,15,8,132,10,9,12,12,13,10,15,270,23,17,15,9,8,279,8,10,10,381,10,17,18,13,13,17,10,9,15,10,17,16,10,12,13,10,13,12,13,13,9,23,9,9,10,12,19,9,408,9,13,10,8,319,287,12,9,293,16,13,10,10,9,15,10,326,12,18,13,12,9,8,10,9,13,12,17,13,9,10,10,17,285,122,12,12,9,15,183,12,17,18,136,9,16,178,13,17,15,12,9,10,10,13,12,12,8,17,9,12,13,9,15
253,12,8,0,9,10,12,12,14,8,12,11,14,9,8,10,12,10,9,9,12,18,8,14,17,11,16,12,17,396,9,8,12,238,8,11,7,16,9,11,17,12,18,10,14,11,12,12,12,8,10,17,12,170,10,10,8,16,8,10,114,11,14,14,125,8,10,17,10,16,12,8,13,8,12,15,194,9,151,8,396,8,12,8,9,9,9,12,9,9,10,10,11,16,15,8,16,7,9,12,12,10,21,8,8,11,19,12,9,11,18,9,8,9,17,16,66,18,8,12,10,8,12,10,9,12,8,14,11,11,8,9,12,10,8,265,12,17,12,12,15,11,12,12,16,8,18,18,12,12,14,11,8,12,13,9,11,9,10,18,12,15,220,16,9,21,16,21,17,10,12,9,9,10,12,10,13
9,12,12,9,0,12,12,10,12,12,12,8,12,11,9,12,11,13,12,11,10,12,11,12,8,249,11,13,8,9,271,12,13,9,8,111,10,10,10,10,9,13,12,8,11,18,11,8,11,12,13,8,16,12,13,12,11,10,11,12,12,11,12,11,11,15,12,9,10,12,13,8,11,12,11,10,12,12,9,11,9,8,10,12,8,8,9,13,17,8,12,12,8,10,10,13,10,12,17,12,13,12,9,17,8,11,9,9,109,14,12,12,12,9,8,12,11,12,11,10,12,12,13,13,251,11,9,11,8,12,9,9,13,12,9,11,11,9,10,18,10,17,12,12,10,17,12,12,12,10,12,8,12,10,11,9,8,9,13,12,9,10,12,12,12,10,10,9,8,12,11,9,12,10,10,12,11
11,14,12,10,12,0,9,8,12,12,14,12,12,9,9,278,9,10,12,11,9,15,14,12,9,12,9,18,14,10,12,12,18,24,8,9,8,19,14,14,8,18,15,135,11,14,9,9,24,12,10,14,14,10,10,291,8,19,8,9,10,8,12,11,24,15,10,8,10,9,18,11,18,12,12,17,10,12,7,12,10,11,9,12,11,12,12,18,11,12,9,10,8,19,8,11,19,259,14,9,10,319,9,14,8,12,130,11,10,12,15,12,12,63,9,14,24,12,11,9,9,12,10,10,12,8,8,11,14,12,8,9,18,237,8,7,9,11,8,12,8,14,14,9,19,14,12,15,211,9,12,8,8,9,18,12,9,199,78,15,8,8,10,9,206,8,19,9,14,253,24,12,71,9,18,10,11
12,389,10,12,12,9,0,8,15,10,330,9,15,11,14,9,8,17,15,240,8,10,12,15,19,9,12,13,10,12,12,10,13,9,8,9,20,10,13,14,10,13,10,8,12,14,12,8,13,10,9,19,17,12,9,8,9,10,9,14,12,8,15,12,13,10,8,10,8,11,13,219,13,11,13,20,12,9,11,8,12,331,8,10,273,9,13,13,8,9,14,14,14,10,20,11,10,9,17,316,13,9,19,9,8,9,9,20,12,9,15,9,8,9,19,107,13,10,8,8,14,10,13,17,12,8,20,15,12,10,12,9,13,18,8,12,8,10,13,11,20,9,124,381,10,9,10,10,9,8,15,14,10,8,12,13,9,9,9,10,8,20,12,11,9,20,10,19,10,18,13,9,9,8,13,14,124
11,8,13,12,10,8,8,0,21,13,8,12,21,11,154,14,9,10,8,11,267,13,13,21,66,10,11,13,9,12,10,13,13,8,12,11,12,9,8,12,12,13,13,12,21,12,11,9,10,13,10,9,10,12,10,8,11,9,11,9,8,10,21,21,10,13,9,12,148,11,13,8,9,12,10,12,12,9,8,10,12,8,377,13,11,8,9,13,8,8,9,9,12,9,12,12,10,9,10,8,13,9,184,9,12,10,9,12,9,14,11,9,10,9,70,10,10,13,10,269,9,13,13,10,10,9,12,21,14,13,12,9,13,12,12,12,9,12,8,11,12,9,10,8,9,8,13,13,9,254,21,12,13,277,21,9,10,9,13,13,405,12,12,11,9,11,9,174,9,12,8,9,9,254,13,9,9
19,15,9,14,12,12,15,21,0,10,9,11,453,9,9,12,14,16,360,9,21,10,9,440,22,10,9,14,22,14,12,9,14,24,11,10,14,9,9,17,11,14,10,12,205,17,9,8,19,9,16,22,9,147,16,12,9,9,9,22,28,29,346,209,24,10,11,15,9,9,14,9,9,9,19,17,97,297,24,9,24,9,9,10,9,11,12,14,8,11,22,9,8,19,17,18,28,12,9,9,14,12,22,9,11,9,150,9,12,19,10,358,29,200,22,28,24,10,9,21,22,9,14,16,12,9,15,240,17,9,15,21,14,12,11,14,9,9,9,9,12,9,28,9,19,9,10,10,13,21,414,8,8,21,8,12,10,181,14,10,9,17,14,9,230,17,9,22,22,12,24,12,238,21,14,9,9
8,10,344,8,12,12,10,13,10,0,10,17,10,9,13,12,11,24,10,10,12,356,16,10,13,12,9,9,9,8,10,326,9,8,9,12,18,10,9,13,12,9,356,8,17,13,9,8,9,434,13,9,24,17,13,12,23,10,23,15,17,17,10,17,8,258,10,9,12,9,9,10,15,251,23,17,17,10,11,150,11,10,12,470,10,17,18,9,9,17,17,9,14,10,17,9,10,12,24,10,9,12,13,24,9,23,11,9,10,12,121,10,222,8,13,10,8,445,111,12,15,313,9,24,10,11,9,9,13,426,12,18,9,12,9,8,11,9,11,9,17,24,9,10,10,9,411,248,12,12,10,13,252,12,17,18,24,12,9,304,13,17,17,9,10,13,10,13,9,12,11,17,10,12,8,9,15
