# Generated by ../matriz.pl date: Mon Sep 16 23:25:41 2013,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
# pairs file: pairs_raw.txt symetric matrix 442 fragments 38524243_4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,10,12,402,11,10,10,17,15,13,9,9,15,13,22,13,11,18,15,13,10,10,9,13,9,11,20,11,13,455,20,13,16,12,10,18,10,14,9,19,19,17,11,10,15,14,9,11,12,37,10,16,12,12,11,14,11,11,14,17,21,9,20,16,21,13,11,13,10,16,11,21,10,11,13,11,20,11,12,13,11,17,13,17,17,16,13,11,15,25,11,14,11,10,14,15,12,15,18,13,11,13,11,13,17,16,11,11,12,10,13,12,16,16,14,9,13,19,12,10,10,15,13,17,10,10,10,10,16,13,11,11,18,20,9,10,11,15,10,14,13,19,20,17,13,21,15,10,13,14,23,10,12,11,13,10,37,23,10,10,16,12,16,9,11,20,13,12,15,12,9,15,15,15,13,12,11,11,17,13,10,13,14,13,25,13,13,13,11,13,11,12,12,11,13,13,23,13,16,455,13,13,16,20,19,9,11,10,13,10,12,23,20,13,10,27,13,13,16,15,20,9,14,18,9,9,11,12,21,23,10,10,12,20,12,12,13,11,19,16,16,12,20,20,20,73,11,12,23,12,13,10,10,12,10,15,16,14,16,19,19,23,13,9,10,21,21,16,12,18,19,11,15,11,13,12,13,13,10,15,20,11,11,11,18,11,13,13,12,13,13,11,13,17,15,13,10,16,9,12,12,15,17,27,10,13,23,17,11,12,10,10,23,15,10,15,9,11,21,17,15,15,17,11,12,19,13,15,15,10,16,12,25,17,9,8,14,16,13,13,27,14,12,12,9,13,13,16,12,11,16,16,14,17,17,17,25,21,10,10,13,12,11,21,13,21,9,12,13,15,20,12,25,13,10,19,31,13,13,10,13,19,37,13,13,10,12,20,12,18,15,15,9,13,15,23,19,12,14,10,182,13,10,10,12,13,23,23,10,16,23,18,11,12,17,349,25,25,20,11,12,11,15,10,18,21,11,14,13,16,20,11,13,13,16,13,13,18,13,15,10,10
10,0,10,10,19,20,374,17,10,15,13,20,10,18,15,15,15,28,17,21,12,20,20,13,22,22,21,14,13,12,31,31,31,31,36,28,31,16,22,19,19,28,28,26,14,16,9,21,15,11,19,17,10,18,26,11,21,13,21,17,11,17,14,11,11,11,12,22,16,18,12,11,18,13,17,10,20,14,22,22,24,15,13,22,12,16,13,12,23,19,12,15,20,10,19,16,11,10,10,10,21,9,16,23,24,15,14,16,9,12,21,15,11,14,28,26,22,13,13,20,15,23,17,16,36,17,14,17,14,14,20,28,18,17,19,12,12,13,14,15,11,250,13,13,11,19,15,22,13,24,13,12,15,10,15,15,12,13,12,16,15,15,15,14,14,16,14,14,14,14,14,21,14,14,16,16,15,18,15,15,36,403,14,13,17,15,14,15,19,11,15,19,14,12,17,13,18,13,10,12,21,15,15,20,19,20,10,26,13,13,13,13,13,21,16,23,15,15,14,20,22,22,20,15,26,13,20,23,12,13,16,15,13,16,15,10,14,21,14,15,14,17,16,13,16,14,14,16,16,17,13,36,22,36,22,20,15,17,13,22,16,13,14,14,16,16,20,18,24,19,16,14,21,20,17,16,15,15,9,11,20,11,17,11,14,11,10,13,15,15,15,12,14,24,10,17,13,10,14,11,15,21,17,23,18,15,13,15,21,15,15,481,16,23,16,18,22,14,20,24,20,17,24,24,17,219,15,35,23,585,15,13,19,24,12,15,19,16,15,15,15,16,15,17,15,13,13,11,11,19,24,10,24,15,24,22,28,20,17,14,13,10,12,10,15,10,10,15,18,12,21,10,19,13,13,13,13,15,14,20,21,13,19,13,14,12,9,11,10,10,10,13,26,11,12,16,13,10,16,15,12,14,19,12,14,13,19,16,13,23,20,11,16,13,22,10,23,23,18,18,19,20,15,12,28,13,20,21,15,15,20,11,15,14,17,18,21,28,15,13,16,20
12,10,0,10,13,12,10,21,24,587,16,16,24,16,16,12,14,10,19,18,17,17,16,16,10,9,38,18,26,25,15,344,18,12,21,16,22,14,11,14,14,15,10,19,16,14,16,13,10,22,16,10,15,16,13,20,13,10,17,21,21,10,15,10,13,14,10,16,10,10,10,18,10,27,16,27,20,15,17,16,15,14,13,19,17,17,16,10,12,13,11,18,12,19,16,16,814,19,10,15,19,13,14,23,14,14,10,15,10,17,18,14,25,10,15,10,11,16,15,20,12,13,20,19,21,15,12,12,10,12,12,10,10,16,15,17,13,16,16,10,14,14,13,42,706,117,117,117,78,78,78,56,56,45,45,10,22,15,17,22,17,16,14,14,27,15,26,28,23,13,15,16,16,10,12,10,13,18,14,27,20,14,14,12,13,21,10,18,9,832,180,88,88,13,10,16,10,16,42,10,21,21,14,20,14,21,10,15,21,16,16,423,328,245,21,21,21,663,21,13,16,16,22,16,18,15,22,13,18,15,22,12,12,14,10,27,18,13,11,13,15,19,14,13,16,14,10,13,17,19,27,21,10,17,14,23,11,14,42,14,14,15,16,10,10,10,22,16,17,17,17,17,17,17,29,13,27,22,12,13,20,13,23,14,10,13,15,15,12,13,21,16,16,14,19,19,16,13,14,16,14,16,16,13,20,22,61,20,20,15,20,20,15,13,20,20,11,20,20,20,20,20,17,10,27,27,27,27,27,27,27,27,13,14,13,19,13,13,27,16,23,14,13,16,12,27,16,13,13,13,12,10,20,14,14,19,17,10,17,10,25,15,13,10,13,11,10,12,21,19,12,28,13,12,16,15,27,18,12,10,18,16,22,21,21,19,9,22,13,13,24,16,9,821,11,15,16,25,17,30,14,16,14,19,13,12,16,15,16,12,10,23,22,10,17,16,12,13,16,15,13,10,11,17,10,15,12,17,27,20,20,15,27,27,10,16,18,16,27,16,22,30
402,10,10,0,16,18,10,20,18,13,14,19,15,13,13,13,11,13,20,10,10,16,10,13,9,18,20,14,13,639,17,13,14,9,10,18,10,14,24,19,19,17,13,12,16,14,17,11,13,37,13,16,12,12,19,14,11,14,14,20,19,9,17,17,21,12,15,17,10,16,8,21,18,10,13,11,10,11,12,17,13,17,13,17,13,18,13,11,16,25,11,14,14,10,14,15,12,21,21,16,11,15,11,13,17,23,23,13,12,10,13,9,21,16,10,88,17,43,12,10,12,12,20,10,28,10,10,15,13,16,14,13,13,20,9,10,15,43,18,14,13,23,17,17,25,21,18,10,13,19,23,10,12,13,12,16,37,23,10,30,30,30,18,18,11,12,13,12,15,21,12,15,15,15,16,12,11,18,17,20,10,12,14,20,25,15,11,13,11,25,11,12,15,15,13,14,13,13,13,515,10,13,16,14,19,9,15,286,20,10,12,23,16,13,30,27,20,13,11,15,20,24,10,13,12,10,10,12,21,23,30,11,11,20,12,12,10,11,19,20,18,12,20,16,12,20,11,16,24,20,13,28,24,12,24,15,11,14,10,24,16,23,18,18,15,12,10,16,12,18,19,11,15,11,24,13,12,13,10,15,13,11,11,13,13,11,13,13,12,11,20,13,13,17,15,13,10,23,9,18,12,15,17,27,18,13,23,17,11,12,23,10,24,12,11,15,24,11,9,17,15,17,17,8,12,12,12,19,15,10,13,12,25,17,9,12,14,16,15,13,27,14,12,18,18,13,14,16,16,16,36,16,14,17,17,17,25,13,10,10,13,12,15,21,13,21,9,12,15,21,20,12,25,20,18,19,31,13,13,12,13,16,37,20,13,12,12,20,14,21,18,15,101,25,9,24,43,15,14,10,129,18,11,10,14,20,23,23,28,28,23,15,30,12,17,638,16,25,20,18,16,15,11,10,13,25,14,14,12,13,14,13,12,18,23,16,13,18,12,43,30,10
11,19,13,16,0,9,19,9,9,13,20,10,9,13,17,13,13,15,16,14,14,10,14,16,19,19,19,19,19,28,11,10,25,16,10,10,13,14,14,19,23,20,15,12,11,14,14,9,16,20,11,9,18,12,13,9,15,25,10,10,13,11,18,17,13,14,11,11,15,17,11,12,12,20,16,14,19,13,14,11,20,16,16,9,11,12,19,11,20,10,10,12,9,16,13,20,13,28,13,16,9,13,11,14,13,19,10,20,14,14,19,15,13,18,20,16,13,11,18,19,13,20,14,14,21,10,18,24,11,17,9,14,14,16,11,18,12,14,9,19,14,19,18,12,13,13,14,14,19,10,19,14,9,28,14,16,20,19,18,15,20,12,9,13,14,15,13,13,13,28,16,14,25,25,17,12,13,12,19,14,19,17,14,14,23,20,16,37,12,13,16,13,13,11,11,20,11,16,22,28,12,20,9,19,23,10,12,16,14,13,20,19,15,10,15,14,20,13,25,11,14,14,15,20,12,18,13,20,13,15,15,9,9,15,16,22,17,13,12,10,9,20,15,18,15,28,12,345,14,16,24,24,14,17,12,13,13,14,22,12,17,15,19,9,16,14,25,17,17,27,19,11,14,9,23,13,14,12,13,10,19,15,14,14,9,14,16,9,17,15,20,14,16,13,23,16,13,120,16,17,26,14,16,20,12,12,12,16,12,12,12,19,12,20,12,16,12,12,12,13,12,12,13,14,20,19,14,13,20,17,11,18,11,13,11,10,13,10,14,14,14,17,10,12,12,14,20,10,10,562,13,13,9,19,13,9,14,24,20,12,16,14,12,13,37,11,11,15,20,28,13,18,11,14,27,12,14,19,13,10,19,11,20,20,20,12,11,20,11,15,12,15,16,13,19,14,11,11,17,12,28,9,17,18,10,14,14,9,24,20,11,11,15,24,15,16,20,20,13,10,498,11,12,14,15,13,10,10,14,11,19,20,14,10,19,13,14,27,14,15,15,22
10,20,12,18,9,0,20,20,17,12,11,21,21,39,11,403,16,13,15,15,20,22,28,11,14,16,20,16,16,15,32,16,30,12,16,15,20,21,17,12,10,11,13,20,19,21,21,28,10,15,21,12,28,14,32,32,32,32,32,32,32,32,32,32,32,32,32,32,32,31,31,31,11,16,11,10,18,15,19,21,15,10,16,16,24,13,14,14,14,12,48,28,381,10,17,17,15,19,12,13,28,15,16,17,21,11,11,17,15,20,15,12,16,21,9,20,10,22,28,25,18,18,18,22,16,10,17,14,19,17,422,13,28,12,14,20,19,19,19,19,19,19,16,16,19,19,19,19,19,21,19,19,19,19,19,13,15,16,20,25,12,39,28,13,16,14,16,48,20,19,21,14,16,13,17,17,28,14,10,18,25,19,19,18,16,33,17,16,12,15,11,13,15,14,9,11,28,11,11,15,15,33,17,32,12,12,14,18,33,15,13,15,16,11,10,17,33,12,30,8,21,21,9,27,20,28,11,11,20,11,25,10,15,26,16,10,15,11,48,19,13,14,21,16,20,15,16,9,17,15,18,16,17,24,13,12,26,21,20,17,10,11,15,14,19,19,19,16,19,18,18,8,11,423,16,11,18,16,15,16,18,10,16,19,28,10,21,13,28,10,33,14,16,21,19,15,15,13,13,27,16,11,12,10,11,16,16,13,28,28,11,20,17,19,10,10,17,17,22,21,11,32,21,14,14,12,18,18,19,20,19,28,12,20,9,9,12,14,18,18,17,21,16,27,484,18,11,16,16,14,16,39,11,10,15,16,12,23,10,17,17,10,18,18,16,17,14,16,33,19,20,24,12,17,18,48,16,15,13,22,15,22,11,33,33,20,20,20,20,20,20,22,20,20,20,20,20,20,21,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,20,19,20,23,246,20,20,19,32,12,18,15,11,39,15,13,18,22,10,33
10,374,10,10,19,20,0,17,24,9,281,17,24,15,15,15,22,28,17,17,18,32,32,22,22,22,10,19,12,19,41,31,31,31,31,28,15,17,10,19,19,16,28,26,14,17,13,12,12,12,13,24,11,12,17,17,12,19,17,17,17,14,41,23,15,16,14,22,17,18,12,10,16,14,17,14,41,14,22,22,11,10,21,14,12,11,22,12,23,23,31,15,20,15,19,18,11,10,10,24,12,14,22,12,24,9,12,11,10,18,17,15,42,14,16,26,22,24,15,20,14,14,13,16,16,10,14,24,14,24,20,28,11,16,14,18,12,24,14,12,16,594,13,10,11,13,9,22,22,24,16,18,15,16,20,14,12,13,18,16,13,15,11,27,14,14,12,31,15,10,24,15,19,24,24,24,12,17,10,20,16,16,17,17,17,19,14,19,20,11,12,17,19,12,17,292,13,13,14,12,13,19,11,41,19,14,12,26,17,16,24,11,13,12,16,12,19,9,14,13,22,13,20,24,26,15,20,15,15,13,16,19,10,17,13,14,13,15,31,21,11,10,17,13,17,10,13,11,13,17,21,24,10,13,13,13,13,17,14,10,19,13,14,14,16,16,15,18,10,17,16,12,12,20,16,16,21,21,16,19,41,21,11,16,18,21,24,24,17,21,17,12,21,24,10,17,14,10,24,10,11,15,10,12,10,21,13,13,12,15,15,718,13,11,16,22,10,14,32,24,11,17,24,24,14,503,20,16,14,312,21,15,23,24,18,15,19,15,21,15,12,15,24,15,15,21,243,24,19,19,24,12,17,13,24,14,28,20,17,14,14,22,21,13,19,13,10,15,19,10,12,23,14,17,13,13,14,17,21,32,17,24,13,17,14,12,9,12,13,15,15,15,26,11,17,13,24,13,9,10,12,14,9,18,19,17,18,18,24,18,13,11,16,24,24,10,23,12,15,9,19,12,13,18,28,17,20,17,20,21,41,11,20,14,17,15,17,28,20,15,16,17
17,17,21,20,9,20,17,0,20,21,17,23,18,13,11,20,19,16,10,21,16,14,16,17,17,20,16,25,11,17,10,14,25,10,14,28,10,17,15,19,28,10,28,16,14,17,15,13,18,16,15,16,24,12,15,11,13,25,33,718,20,12,12,21,19,13,13,23,18,19,17,10,11,10,17,18,10,10,16,23,23,14,19,10,17,13,17,17,28,14,22,13,20,10,16,13,21,10,10,18,13,20,19,22,17,17,10,13,11,30,21,10,19,24,10,26,23,9,16,14,20,30,10,177,14,14,11,12,14,12,20,16,17,23,17,24,16,16,16,16,16,17,19,19,21,19,16,16,17,16,16,30,16,16,16,18,16,17,30,10,29,13,13,11,17,13,11,16,9,18,18,13,25,12,12,10,13,12,28,14,14,13,17,10,17,10,11,10,24,21,13,17,17,13,17,12,17,28,15,15,21,13,13,10,28,12,13,26,10,20,12,14,19,13,10,14,10,21,25,13,23,15,18,12,16,16,12,14,10,17,10,13,10,17,18,18,21,13,22,18,13,11,16,19,13,15,12,12,14,12,16,14,23,14,23,13,20,17,12,15,17,17,17,13,10,19,10,19,16,16,28,17,13,20,17,17,16,19,20,17,10,30,12,13,22,30,18,18,20,30,10,13,19,17,10,28,20,10,11,11,12,9,23,14,11,12,14,28,14,16,17,17,14,28,15,11,15,11,18,17,11,15,17,19,10,17,20,11,28,22,12,16,14,17,10,18,11,16,16,9,14,17,17,11,22,16,12,17,22,12,19,13,11,28,17,24,13,10,15,11,11,14,15,18,13,18,17,13,10,10,19,16,13,10,13,18,17,21,13,18,21,13,14,10,11,10,9,23,29,18,20,20,26,21,12,17,9,29,17,25,15,12,15,40,17,10,19,18,19,28,17,9,10,12,10,20,28,14,13,13,12,17,20,16,28,20,20,33,20,12,10,13,20,12,17,13,21,28,12,9,10,25
15,10,24,18,9,17,24,20,0,24,16,20,518,13,13,17,13,17,16,34,23,12,20,16,26,22,16,13,13,15,28,16,13,16,26,17,20,22,12,29,11,14,17,26,13,22,12,16,10,20,12,17,14,23,15,30,16,13,14,20,18,26,13,36,16,13,10,16,22,25,14,14,13,16,16,19,22,13,23,12,13,12,15,17,10,22,16,12,11,12,26,19,17,26,16,13,24,22,14,240,22,22,12,22,17,16,12,13,14,23,34,16,22,13,14,24,24,18,14,22,22,22,22,21,26,11,26,10,13,24,17,13,14,17,26,23,22,18,20,16,13,24,16,16,24,24,24,24,18,20,18,23,26,22,18,23,20,14,23,20,18,18,16,19,17,26,13,26,22,22,339,18,18,18,24,18,16,23,12,14,14,13,22,17,13,10,19,19,22,24,16,16,13,10,9,16,14,14,14,15,34,12,22,22,29,15,21,18,17,19,22,14,16,18,14,10,10,24,15,12,13,12,10,22,24,20,16,14,9,14,20,19,20,22,12,17,34,16,26,19,22,16,22,16,10,16,13,10,10,154,23,26,11,19,15,22,16,22,11,13,9,14,20,10,16,16,8,25,30,17,29,13,18,27,13,13,14,15,19,13,22,19,9,13,36,19,340,301,167,167,10,10,15,17,22,16,19,13,19,12,37,18,12,14,13,15,14,12,16,14,16,24,9,11,10,14,12,19,17,17,22,13,17,10,16,24,14,17,11,17,13,14,12,19,26,29,16,20,14,17,12,22,13,12,17,23,16,13,13,13,13,13,30,12,17,17,10,23,16,10,19,16,22,17,19,17,14,19,10,22,19,9,13,17,17,26,17,34,15,17,34,18,20,17,26,26,14,20,20,14,601,18,24,24,13,13,18,13,14,20,13,15,20,21,13,17,13,13,10,12,14,22,12,16,17,18,11,14,19,14,13,22,22,23,17,22,22,14,14,13,22,16,14,20,16,19,34,17,14,18,29,18
13,15,587,13,13,12,9,21,24,0,14,12,24,16,16,14,14,17,16,21,21,17,17,12,10,13,12,12,12,13,15,17,9,10,11,17,22,14,11,14,14,12,17,19,12,14,16,13,15,22,16,10,17,13,13,20,13,12,20,21,12,10,15,15,9,32,12,16,13,21,10,11,13,27,12,27,20,19,19,16,15,20,10,19,10,14,12,15,13,13,13,14,12,19,13,16,474,19,10,15,13,15,14,23,14,14,15,15,10,17,13,17,25,15,12,17,18,15,17,12,15,13,20,22,12,11,25,11,12,18,12,17,15,20,15,22,17,15,17,17,17,17,17,42,366,17,17,17,17,17,17,17,18,15,27,17,22,15,22,22,17,16,14,16,27,22,12,28,23,12,15,15,15,15,18,16,15,15,14,27,12,32,15,16,133,77,77,77,77,493,77,77,77,77,77,77,77,77,77,34,34,34,34,34,34,34,34,34,34,34,34,84,23,23,23,23,23,822,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,42,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,264,23,23,25,23,23,23,23,23,32,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,22,22,22,13,13,17,13,13,16,17,13,15,13,13,13,13,13,13,13,13,13,14,15,27,12,27,13,13,15,12,17,13,14,22,13,13,10,27,16,23,15,9,16,12,27,14,10,10,13,10,16,20,13,14,19,13,10,10,10,25,15,10,28,13,11,10,16,21,19,12,28,13,16,16,14,27,13,10,17,13,15,22,21,25,19,9,22,13,9,24,24,18,481,13,17,15,15,17,30,9,12,14,22,13,16,14,15,10,13,11,23,22,10,13,13,13,15,16,13,10,15,11,15,17,13,12,20,27,12,20,15,27,16,10,16,17,17,16,16,22,30
